borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
1544,bank line,5.24,6m,fixed,45936504,0.0961,False,False,False,False,False,2407072.81,0,4414498.03
1545,ncd,7.04,1m,fixed,1627698,0.6641,False,False,False,False,False,114589.94,1,1080954.24
1546,commercial paper,5.27,1y,fixed,11700899,0.91,False,False,False,False,False,616637.38,0,10647818.09
1547,term loan,5.99,1m,fixed,9406294,0.5594,False,False,False,False,False,563437.01,1,5261880.86
1548,term loan,9.45,1y,fixed,11947587,0.5955,False,False,False,False,False,1129046.97,0,7114788.06
1549,ncd,10.22,3y,fixed,30620635,0.5385,False,False,False,False,False,3129428.9,0,16489211.95
1550,bank line,8.28,6m,fixed,34102413,0.0427,False,False,False,False,False,2823679.8,0,1456173.04
1551,term loan,9.2,1y,fixed,40929508,0.6813,False,False,False,False,False,3765514.74,0,27885273.8
1552,commercial paper,6.09,3y,fixed,12299788,0.3582,False,False,False,False,False,749057.09,0,4405784.06
1553,bank line,7.22,1y,floating,15877696,0.9357,False,False,False,False,False,1146369.65,0,14856760.15
1554,ncd,9.99,3m,fixed,33727639,0.1868,False,False,False,False,False,3369391.14,1,6300322.97
1555,ncd,7.55,1m,floating,7276513,0.3021,False,False,False,False,False,549376.73,1,2198234.58
1556,ncd,7.44,6m,fixed,22748915,0.5049,False,False,False,False,False,1692519.28,0,11485927.18
1557,ncd,6.36,3y,fixed,47721398,0.4774,False,False,False,False,False,3035080.91,0,22782195.41
1558,commercial paper,9.16,6m,floating,9241797,0.4003,False,False,False,False,False,846548.61,0,3699491.34
1559,term loan,10.67,1m,fixed,7064071,0.3144,False,False,False,False,False,753736.38,1,2220943.92
1560,ncd,8.29,1y,fixed,12301997,0.1472,False,False,False,False,False,1019835.55,0,1810853.96
1561,term loan,5.81,1y,floating,4075196,0.8209,False,False,False,False,False,236768.89,0,3345328.4
1562,term loan,10.87,6m,floating,41123823,0.4488,False,False,False,False,False,4470159.56,0,18456371.76
1563,ncd,5.5,1y,fixed,39358316,0.573,False,False,False,False,False,2164707.38,0,22552315.07
1564,bank line,8.3,1y,fixed,25646283,0.5466,False,False,False,False,False,2128641.49,0,14018258.29
1565,ncd,6.83,1y,floating,26364078,0.5755,False,False,False,False,False,1800666.53,0,15172526.89
1566,commercial paper,11.55,3m,fixed,28118661,0.7048,False,False,False,False,False,3247705.35,1,19818032.27
1567,bank line,10.16,3y,fixed,38673844,0.6294,False,False,False,False,False,3929262.55,0,24341317.41
1568,ncd,8.96,3y,fixed,47594157,0.2739,False,False,False,False,False,4264436.47,0,13036039.6
1569,term loan,9.67,1m,floating,28840735,0.5537,False,False,False,False,False,2788899.07,1,15969114.97
1570,term loan,8.73,1y,fixed,26315034,0.2445,False,False,False,False,False,2297302.47,0,6434025.81
1571,bank line,6.03,6m,floating,47924526,0.5888,False,False,False,False,False,2889848.92,0,28217960.91
1572,commercial paper,9.96,1y,fixed,20692150,0.4319,False,False,False,False,False,2060938.14,0,8936939.59
1573,term loan,8.45,1m,fixed,11844373,0.0394,False,False,False,False,False,1000849.52,1,466668.3
1574,commercial paper,9.44,1y,fixed,18774115,0.734,False,False,False,False,False,1772276.46,0,13780200.41
1575,term loan,5.32,3m,floating,18804644,0.2747,False,False,False,False,False,1000407.06,1,5165635.71
1576,bank line,5.99,1m,floating,43159542,0.9202,False,False,False,False,False,2585256.57,1,39715410.55
1577,ncd,9.13,3y,floating,47156031,0.2806,False,False,False,False,False,4305345.63,0,13231982.3
1578,term loan,8.22,3y,fixed,6630618,0.9966,False,False,False,False,False,545036.8,0,6608073.9
1579,bank line,6.59,3m,fixed,49985083,0.463,False,False,False,False,False,3294016.97,1,23143093.43
1580,bank line,6.69,3y,floating,2459603,0.0264,False,False,False,False,False,164547.44,0,64933.52
1581,ncd,9.42,3m,floating,37851470,0.0763,False,False,False,False,False,3565608.47,1,2888067.16
1582,ncd,5.41,3y,floating,38975081,0.0821,False,False,False,False,False,2108551.88,0,3199854.15
1583,bank line,8.04,3y,fixed,28440515,0.0562,False,False,False,False,False,2286617.41,0,1598356.94
1584,term loan,8.66,1y,fixed,19658332,0.2678,False,False,False,False,False,1702411.55,0,5264501.31
1585,commercial paper,7.16,1m,floating,31042806,0.3246,False,False,False,False,False,2222664.91,1,10076494.83
1586,commercial paper,10.74,3y,fixed,46617127,0.1113,False,False,False,False,False,5006679.44,0,5188486.24
1587,ncd,5.4,1m,fixed,29290250,0.4381,False,False,False,False,False,1581673.5,1,12832058.52
1588,term loan,11.06,1m,floating,1780848,0.3654,False,False,False,False,False,196961.79,1,650721.86
1589,bank line,10.06,3y,fixed,4373898,0.6363,False,False,False,False,False,440014.14,0,2783111.3
1590,commercial paper,8.12,1m,floating,48002677,0.1959,False,False,False,False,False,3897817.37,1,9403724.42
1591,commercial paper,11.47,3m,floating,35248169,0.914,False,False,False,False,False,4042964.98,1,32216826.47
1592,term loan,9.92,6m,floating,26218781,0.516,False,False,False,False,False,2600903.08,0,13528891.0
1593,bank line,11.52,3m,floating,34862653,0.6237,False,False,False,False,False,4016177.63,1,21743836.68
1594,ncd,8.31,3y,floating,1181607,0.0395,False,False,False,False,False,98191.54,0,46673.48
1595,commercial paper,8.17,3m,fixed,12546148,0.5591,False,False,False,False,False,1025020.29,1,7014551.35
1596,term loan,8.72,6m,floating,9481670,0.3681,False,False,False,False,False,826801.62,0,3490202.73
1597,ncd,5.46,3m,floating,46809943,0.9242,False,False,False,False,False,2555822.89,1,43261749.32
1598,term loan,11.36,1m,fixed,42964598,0.8856,False,False,False,False,False,4880778.33,1,38049447.99
1599,bank line,9.67,3y,fixed,16912842,0.6376,False,False,False,False,False,1635471.82,0,10783628.06
1600,term loan,9.32,1m,floating,10570526,0.7679,False,False,False,False,False,985173.02,1,8117106.92
1601,ncd,11.49,1m,floating,40659627,0.6446,False,False,False,False,False,4671791.14,1,26209195.56
1602,bank line,11.96,3y,floating,1694989,0.017,False,False,False,False,False,202720.68,0,28814.81
1603,commercial paper,6.14,3y,floating,30868633,0.7031,False,False,False,False,False,1895334.07,0,21703735.86
1604,ncd,10.24,1y,fixed,12618299,0.1771,False,False,False,False,False,1292113.82,0,2234700.75
1605,term loan,9.06,6m,floating,22022204,0.6826,False,False,False,False,False,1995211.68,0,15032356.45
1606,commercial paper,8.23,1m,floating,32263749,0.0105,False,False,False,False,False,2655306.54,1,338769.36
1607,bank line,11.84,1m,floating,24691770,0.3109,False,False,False,False,False,2923505.57,1,7676671.29
1608,ncd,10.95,3y,floating,49293034,0.5169,False,False,False,False,False,5397587.22,0,25479569.27
1609,bank line,9.88,3y,fixed,42077003,0.3332,False,False,False,False,False,4157207.9,0,14020057.4
1610,bank line,7.68,3m,fixed,17321267,0.694,False,False,False,False,False,1330273.31,1,12020959.3
1611,term loan,9.66,1m,floating,31124101,0.5227,False,False,False,False,False,3006588.16,1,16268567.59
1612,term loan,8.72,1m,floating,45187356,0.9597,False,False,False,False,False,3940337.44,1,43366305.55
1613,term loan,6.75,3y,floating,17487453,0.3578,False,False,False,False,False,1180403.08,0,6257010.68
1614,commercial paper,8.15,1m,fixed,4067596,0.7219,False,False,False,False,False,331509.07,1,2936397.55
1615,commercial paper,6.49,6m,floating,27833405,0.8358,False,False,False,False,False,1806387.98,0,23263159.9
1616,term loan,8.5,1y,fixed,8541195,0.2536,False,False,False,False,False,726001.58,0,2166047.05
1617,commercial paper,10.04,3y,fixed,17221821,0.7541,False,False,False,False,False,1729070.83,0,12986975.22
1618,ncd,5.26,3y,floating,36819977,0.3933,False,False,False,False,False,1936730.79,0,14481296.95
1619,bank line,10.36,1m,fixed,47928438,0.1287,False,False,False,False,False,4965386.18,1,6168389.97
1620,term loan,5.14,1y,fixed,40800870,0.0036,False,False,False,False,False,2097164.72,0,146883.13
1621,bank line,8.62,1y,floating,37471753,0.7438,False,False,False,False,False,3230065.11,0,27871489.88
1622,bank line,9.01,3y,floating,21739921,0.1862,False,False,False,False,False,1958766.88,0,4047973.29
1623,bank line,10.33,3y,fixed,40977221,0.0512,False,False,False,False,False,4232946.93,0,2098033.72
1624,ncd,10.33,3y,fixed,9846291,0.4972,False,False,False,False,False,1017121.86,0,4895575.89
1625,ncd,7.92,6m,fixed,3718518,0.3467,False,False,False,False,False,294506.63,0,1289210.19
1626,commercial paper,5.46,1m,floating,42728872,0.6918,False,False,False,False,False,2332996.41,1,29559833.65
1627,bank line,9.85,6m,fixed,25989559,0.1074,False,False,False,False,False,2559971.56,0,2791278.64
1628,commercial paper,8.58,3y,floating,39943295,0.1327,False,False,False,False,False,3427134.71,0,5300475.25
1629,bank line,7.33,1y,fixed,39318332,0.4041,False,False,False,False,False,2882033.74,0,15888537.96
1630,term loan,6.64,1m,floating,27412042,0.5204,False,False,False,False,False,1820159.59,1,14265226.66
1631,bank line,5.84,1m,fixed,8273047,0.8242,False,False,False,False,False,483145.94,1,6818645.34
1632,bank line,7.07,3y,fixed,27441938,0.5856,False,False,False,False,False,1940145.02,0,16069998.89
1633,ncd,8.21,3y,floating,43059267,0.9026,False,False,False,False,False,3535165.82,0,38865294.39
1634,term loan,8.34,3y,floating,17627330,0.2178,False,False,False,False,False,1470119.32,0,3839232.47
1635,commercial paper,9.08,3y,fixed,25676110,0.5962,False,False,False,False,False,2331390.79,0,15308096.78
1636,term loan,7.54,3y,fixed,47968899,0.6552,False,False,False,False,False,3616854.98,0,31429222.62
1637,ncd,11.44,3y,fixed,41921514,0.7258,False,False,False,False,False,4795821.2,0,30426634.86
1638,ncd,8.47,1m,fixed,20150672,0.9887,False,False,False,False,False,1706761.92,1,19922969.41
1639,bank line,7.97,6m,floating,25627208,0.468,False,False,False,False,False,2042488.48,0,11993533.34
1640,ncd,5.34,1y,fixed,13551744,0.3693,False,False,False,False,False,723663.13,0,5004659.06
1641,ncd,9.19,3y,floating,41193639,0.8522,False,False,False,False,False,3785695.42,0,35105219.16
1642,bank line,9.22,1y,floating,9453185,0.1768,False,False,False,False,False,871583.66,0,1671323.11
1643,ncd,9.08,1m,floating,34591990,0.037,False,False,False,False,False,3140952.69,1,1279903.63
1644,ncd,11.21,1y,floating,35423584,0.4436,False,False,False,False,False,3970983.77,0,15713901.86
1645,commercial paper,10.34,1m,floating,29323019,0.2472,False,False,False,False,False,3032000.16,1,7248650.3
1646,bank line,11.07,3m,floating,36728906,0.3965,False,False,False,False,False,4065889.89,1,14563011.23
1647,bank line,5.42,6m,fixed,23637353,0.9861,False,False,False,False,False,1281144.53,0,23308793.79
1648,commercial paper,7.23,3m,fixed,3442701,0.3485,False,False,False,False,False,248907.28,1,1199781.3
1649,commercial paper,7.23,1m,floating,39850637,0.708,False,False,False,False,False,2881201.06,1,28214251.0
1650,commercial paper,9.6,3m,fixed,18291242,0.2504,False,False,False,False,False,1755959.23,1,4580127.0
1651,commercial paper,8.14,1m,floating,39074645,0.3034,False,False,False,False,False,3180676.1,1,11855247.29
1652,bank line,10.44,3m,floating,47675680,0.2432,False,False,False,False,False,4977340.99,1,11594725.38
1653,commercial paper,7.69,1m,floating,20951672,0.5722,False,False,False,False,False,1611183.58,1,11988546.72
1654,commercial paper,6.55,6m,fixed,45409170,0.2261,False,False,False,False,False,2974300.64,0,10267013.34
1655,ncd,7.04,6m,fixed,2711902,0.7184,False,False,False,False,False,190917.9,0,1948230.4
1656,bank line,6.28,6m,fixed,29154763,0.6803,False,False,False,False,False,1830919.12,0,19833985.27
1657,commercial paper,6.39,1m,floating,32739769,0.4213,False,False,False,False,False,2092071.24,1,13793264.68
1658,ncd,6.52,1y,fixed,9310444,0.0256,False,False,False,False,False,607040.95,0,238347.37
1659,bank line,5.11,3m,floating,16995312,0.0227,False,False,False,False,False,868460.44,1,385793.58
1660,commercial paper,10.01,3m,floating,28008896,0.5328,False,False,False,False,False,2803690.49,1,14923139.79
1661,commercial paper,7.8,3m,fixed,35921057,0.8392,False,False,False,False,False,2801842.45,1,30144951.03
1662,ncd,5.16,3m,floating,11201478,0.5989,False,False,False,False,False,577996.26,1,6708565.17
1663,term loan,7.59,6m,floating,37611969,0.4357,False,False,False,False,False,2854748.45,0,16387534.89
1664,bank line,11.34,1y,floating,1513912,0.8821,False,False,False,False,False,171677.62,0,1335421.78
1665,ncd,8.58,3m,floating,7492155,0.197,False,False,False,False,False,642826.9,1,1475954.54
1666,commercial paper,11.91,1y,floating,13680876,0.3594,False,False,False,False,False,1629392.33,0,4916906.83
1667,term loan,8.78,1m,fixed,11364627,0.5653,False,False,False,False,False,997814.25,1,6424423.64
1668,term loan,11.74,1m,floating,21477704,0.2917,False,False,False,False,False,2521482.45,1,6265046.26
1669,ncd,6.41,3m,floating,49339921,0.9977,False,False,False,False,False,3162688.94,1,49226439.18
1670,ncd,7.03,3y,fixed,20582392,0.4523,False,False,False,False,False,1446942.16,0,9309415.9
1671,ncd,9.9,6m,fixed,24075087,0.0517,False,False,False,False,False,2383433.61,0,1244682.0
1672,bank line,11.91,3m,floating,44347250,0.1761,False,False,False,False,False,5281757.47,1,7809550.72
1673,term loan,10.78,6m,fixed,9925491,0.5325,False,False,False,False,False,1069967.93,0,5285323.96
1674,bank line,8.88,3m,floating,33868946,0.5501,False,False,False,False,False,3007562.4,1,18631307.19
1675,term loan,5.6,6m,fixed,41339662,0.9841,False,False,False,False,False,2315021.07,0,40682361.37
1676,bank line,7.55,3y,fixed,29836980,0.6,False,False,False,False,False,2252691.99,0,17902188.0
1677,ncd,5.6,3y,fixed,24377797,0.6666,False,False,False,False,False,1365156.63,0,16250239.48
1678,commercial paper,7.18,1m,floating,13179460,0.2137,False,False,False,False,False,946285.23,1,2816450.6
1679,ncd,6.81,3m,fixed,24834332,0.1069,False,False,False,False,False,1691218.01,1,2654790.09
1680,bank line,7.72,3y,fixed,35004762,0.602,False,False,False,False,False,2702367.63,0,21072866.72
1681,ncd,10.86,3y,fixed,26885170,0.8649,False,False,False,False,False,2919729.46,0,23252983.53
1682,term loan,6.05,3m,floating,9918641,0.5874,False,False,False,False,False,600077.78,1,5826209.72
1683,bank line,7.14,3m,fixed,10616684,0.4428,False,False,False,False,False,758031.24,1,4701067.68
1684,ncd,6.83,1m,fixed,47996904,0.5782,False,False,False,False,False,3278188.54,1,27751809.89
1685,ncd,7.07,3y,fixed,29238937,0.4688,False,False,False,False,False,2067192.85,0,13707213.67
1686,commercial paper,7.52,6m,fixed,14077531,0.1419,False,False,False,False,False,1058630.33,0,1997601.65
1687,commercial paper,6.71,3m,fixed,42743285,0.7412,False,False,False,False,False,2868074.42,1,31681322.84
1688,ncd,11.6,3m,fixed,23040095,0.533,False,False,False,False,False,2672651.02,1,12280370.64
1689,term loan,7.94,3m,fixed,44713752,0.3993,False,False,False,False,False,3550271.91,1,17854201.17
1690,term loan,5.8,3m,floating,35139956,0.5596,False,False,False,False,False,2038117.45,1,19664319.38
1691,term loan,8.27,3y,floating,4743483,0.2412,False,False,False,False,False,392286.04,0,1144128.1
1692,ncd,6.29,6m,fixed,9532638,0.428,False,False,False,False,False,599602.93,0,4079969.06
1693,commercial paper,6.51,1m,floating,42399691,0.6224,False,False,False,False,False,2760219.88,1,26389567.68
1694,ncd,7.0,1y,fixed,43747400,0.2262,False,False,False,False,False,3062318.0,0,9895661.88
1695,commercial paper,5.87,3y,fixed,15013409,0.749,False,False,False,False,False,881287.11,0,11245043.34
1696,term loan,10.05,3y,fixed,47647618,0.521,False,False,False,False,False,4788585.61,0,24824408.98
1697,commercial paper,10.54,1y,floating,24486372,0.8617,False,False,False,False,False,2580863.61,0,21099906.75
1698,ncd,7.76,1y,floating,14298033,0.8472,False,False,False,False,False,1109527.36,0,12113293.56
1699,ncd,9.82,3m,floating,7939803,0.4945,False,False,False,False,False,779688.65,1,3926232.58
1700,ncd,7.72,6m,fixed,26024725,0.1955,False,False,False,False,False,2009108.77,0,5087833.74
1701,commercial paper,6.15,3y,floating,27438297,0.7366,False,False,False,False,False,1687455.27,0,20211049.57
1702,term loan,7.78,3y,floating,24495762,0.4187,False,False,False,False,False,1905770.28,0,10256375.55
1703,ncd,8.9,1m,fixed,4451284,0.5946,False,False,False,False,False,396164.28,1,2646733.47
1704,ncd,5.29,1y,fixed,5051556,0.1073,False,False,False,False,False,267227.31,0,542031.96
1705,commercial paper,9.58,1y,fixed,17620553,0.6316,False,False,False,False,False,1688048.98,0,11129141.27
1706,term loan,10.2,3y,fixed,10710871,0.3736,False,False,False,False,False,1092508.84,0,4001581.41
1707,commercial paper,11.02,1y,fixed,20539635,0.3342,False,False,False,False,False,2263467.78,0,6864346.02
1708,bank line,5.72,3m,fixed,38202048,0.9799,False,False,False,False,False,2185157.15,1,37434186.84
1709,bank line,5.0,1m,fixed,12702580,0.4324,False,False,False,False,False,635129.0,1,5492595.59
1710,ncd,5.51,3y,fixed,26896899,0.678,False,False,False,False,False,1482019.13,0,18236097.52
1711,commercial paper,11.47,1m,floating,41628708,0.6277,False,False,False,False,False,4774812.81,1,26130340.01
1712,commercial paper,10.36,3m,floating,41627306,0.1043,False,False,False,False,False,4312588.9,1,4341728.02
1713,ncd,10.85,1m,fixed,16535053,0.7479,False,False,False,False,False,1794053.25,1,12366566.14
1714,bank line,8.62,1y,floating,33295934,0.3232,False,False,False,False,False,2870109.51,0,10761245.87
1715,term loan,8.69,3y,fixed,9594936,0.7989,False,False,False,False,False,833799.94,0,7665394.37
1716,term loan,7.09,1m,floating,15561562,0.6076,False,False,False,False,False,1103314.75,1,9455205.07
1717,bank line,10.9,6m,floating,8668842,0.3171,False,False,False,False,False,944903.78,0,2748889.8
1718,ncd,10.81,3y,floating,32381658,0.3563,False,False,False,False,False,3500457.23,0,11537584.75
1719,ncd,7.75,1m,fixed,23978391,0.7315,False,False,False,False,False,1858325.3,1,17540193.02
1720,term loan,7.3,3y,fixed,12402471,0.5501,False,False,False,False,False,905380.38,0,6822599.3
1721,term loan,10.17,1m,fixed,35831142,0.6684,False,False,False,False,False,3644027.14,1,23949535.31
1722,bank line,5.18,1m,fixed,6680460,0.1583,False,False,False,False,False,346047.83,1,1057516.82
1723,bank line,11.02,1y,fixed,35960229,0.787,False,False,False,False,False,3962817.24,0,28300700.22
1724,commercial paper,8.12,1m,fixed,36045283,0.3204,False,False,False,False,False,2926876.98,1,11548908.67
1725,bank line,8.09,6m,floating,48504459,0.6199,False,False,False,False,False,3924010.73,0,30067914.13
1726,bank line,9.68,1y,floating,43489796,0.1147,False,False,False,False,False,4209812.25,0,4988279.6
1727,term loan,9.52,6m,fixed,16134980,0.3214,False,False,False,False,False,1536050.1,0,5185782.57
1728,term loan,6.86,6m,fixed,49950501,0.6489,False,False,False,False,False,3426604.37,0,32412880.1
1729,commercial paper,11.6,3m,floating,27172375,0.2742,False,False,False,False,False,3151995.5,1,7450665.22
1730,term loan,11.9,6m,floating,32699164,0.8803,False,False,False,False,False,3891200.52,0,28785074.07
1731,term loan,8.68,1m,floating,40576244,0.6612,False,False,False,False,False,3522017.98,1,26829012.53
1732,term loan,8.93,3y,fixed,40070093,0.8703,False,False,False,False,False,3578259.3,0,34873001.94
1733,bank line,8.88,1y,fixed,48694537,0.3954,False,False,False,False,False,4324074.89,0,19253819.93
1734,term loan,8.4,1y,floating,28634460,0.034,False,False,False,False,False,2405294.64,0,973571.64
1735,ncd,11.62,1y,floating,30653403,0.5761,False,False,False,False,False,3561925.43,0,17659425.47
1736,bank line,6.71,3y,floating,43472053,0.3392,False,False,False,False,False,2916974.76,0,14745720.38
1737,term loan,5.76,6m,floating,9778356,0.4482,False,False,False,False,False,563233.31,0,4382659.16
1738,bank line,11.51,3m,floating,48278788,0.6811,False,False,False,False,False,5556888.5,1,32882682.51
1739,term loan,6.49,1m,floating,48179457,0.7007,False,False,False,False,False,3126846.76,1,33759345.52
1740,commercial paper,10.24,1y,floating,49219939,0.0276,False,False,False,False,False,5040121.75,0,1358470.32
1741,commercial paper,6.43,1m,fixed,5154865,0.7693,False,False,False,False,False,331457.82,1,3965637.64
1742,commercial paper,11.72,6m,fixed,31793319,0.4935,False,False,False,False,False,3726176.99,0,15690002.93
1743,term loan,10.54,3m,floating,44325613,0.5567,False,False,False,False,False,4671919.61,1,24676068.76
1744,commercial paper,11.43,1y,floating,14564424,0.298,False,False,False,False,False,1664713.66,0,4340198.35
1745,bank line,11.66,6m,floating,46859844,0.4208,False,False,False,False,False,5463857.81,0,19718622.36
1746,commercial paper,5.59,3m,floating,22598030,0.7104,False,False,False,False,False,1263229.88,1,16053640.51
1747,commercial paper,8.03,1y,floating,17332616,0.7767,False,False,False,False,False,1391809.06,0,13462242.85
1748,commercial paper,9.54,6m,fixed,23976088,0.3871,False,False,False,False,False,2287318.8,0,9281143.66
1749,commercial paper,10.62,1m,floating,48331505,0.6911,False,False,False,False,False,5132805.83,1,33401903.11
1750,bank line,6.69,3y,floating,12268122,0.258,False,False,False,False,False,820737.36,0,3165175.48
1751,ncd,11.4,1y,floating,25321184,0.832,False,False,False,False,False,2886614.98,0,21067225.09
1752,commercial paper,6.55,3m,floating,15543986,0.6098,False,False,False,False,False,1018131.08,1,9478722.66
1753,term loan,11.06,3m,fixed,47182777,0.7752,False,False,False,False,False,5218415.14,1,36576088.73
1754,ncd,8.59,3y,fixed,21667045,0.4772,False,False,False,False,False,1861199.17,0,10339513.87
1755,commercial paper,8.61,3y,fixed,11052743,0.2291,False,False,False,False,False,951641.17,0,2532183.42
1756,ncd,7.62,6m,fixed,3064771,0.4292,False,False,False,False,False,233535.55,0,1315399.71
1757,term loan,5.72,3y,fixed,22989231,0.3815,False,False,False,False,False,1314984.01,0,8770391.63
1758,term loan,7.43,1y,fixed,38179555,0.3327,False,False,False,False,False,2836740.94,0,12702337.95
1759,commercial paper,7.99,3y,fixed,15083946,0.2122,False,False,False,False,False,1205207.29,0,3200813.34
1760,commercial paper,8.35,1y,floating,36290825,0.7592,False,False,False,False,False,3030283.89,0,27551994.34
1761,term loan,10.17,1m,fixed,38114536,0.0864,False,False,False,False,False,3876248.31,1,3293095.91
1762,bank line,7.46,3y,fixed,46548521,0.8876,False,False,False,False,False,3472519.67,0,41316467.24
1763,ncd,7.85,1m,fixed,38869965,0.175,False,False,False,False,False,3051292.25,1,6802243.88
1764,bank line,11.34,3m,fixed,2647404,0.9799,False,False,False,False,False,300215.61,1,2594191.18
1765,commercial paper,10.27,3y,fixed,1030434,0.9885,False,False,False,False,False,105825.57,0,1018584.01
1766,bank line,5.16,3m,fixed,12277613,0.3984,False,False,False,False,False,633524.83,1,4891401.02
1767,bank line,10.68,1m,floating,8171010,0.9878,False,False,False,False,False,872663.87,1,8071323.68
1768,ncd,11.93,3m,floating,48991132,0.8691,False,False,False,False,False,5844642.05,1,42578192.82
1769,commercial paper,11.58,1m,floating,46087503,0.0824,False,False,False,False,False,5336932.85,1,3797610.25
1770,ncd,10.85,6m,floating,8319945,0.9473,False,False,False,False,False,902714.03,0,7881483.9
1771,term loan,9.4,1m,floating,36276099,0.0425,False,False,False,False,False,3409953.31,1,1541734.21
1772,ncd,6.95,6m,fixed,47656435,0.1819,False,False,False,False,False,3312122.23,0,8668705.53
1773,ncd,9.58,3m,floating,39876483,0.5846,False,False,False,False,False,3820167.07,1,23311791.96
1774,term loan,9.87,1m,fixed,43485249,0.0807,False,False,False,False,False,4291994.08,1,3509259.59
1775,bank line,6.97,6m,floating,22672778,0.1617,False,False,False,False,False,1580292.63,0,3666188.2
1776,ncd,6.79,1m,floating,42708618,0.9535,False,False,False,False,False,2899915.16,1,40722667.26
1777,term loan,7.78,1y,floating,26954038,0.9947,False,False,False,False,False,2097024.16,0,26811181.6
1778,commercial paper,9.49,1y,floating,39554100,0.7981,False,False,False,False,False,3753684.09,0,31568127.21
1779,bank line,7.05,3m,floating,15452438,0.5152,False,False,False,False,False,1089396.88,1,7961096.06
1780,term loan,8.89,1y,floating,7462181,0.9003,False,False,False,False,False,663387.89,0,6718201.55
1781,bank line,11.29,3y,fixed,37443889,0.1119,False,False,False,False,False,4227415.07,0,4189971.18
1782,term loan,7.07,6m,floating,2804475,0.9429,False,False,False,False,False,198276.38,0,2644339.48
1783,ncd,11.76,3y,floating,22001137,0.3516,False,False,False,False,False,2587333.71,0,7735599.77
1784,bank line,8.31,1y,floating,15440576,0.8615,False,False,False,False,False,1283111.87,0,13302056.22
1785,ncd,5.71,3m,floating,23089196,0.6684,False,False,False,False,False,1318393.09,1,15432818.61
1786,term loan,5.39,3y,fixed,36543136,0.9603,False,False,False,False,False,1969675.03,0,35092373.5
1787,ncd,7.37,3m,fixed,48214956,0.8647,False,False,False,False,False,3553442.26,1,41691472.45
1788,ncd,6.81,1m,floating,6417460,0.8879,False,False,False,False,False,437029.03,1,5698062.73
1789,term loan,10.91,3y,floating,20625124,0.6318,False,False,False,False,False,2250201.03,0,13030953.34
1790,ncd,10.16,1m,fixed,19535318,0.8332,False,False,False,False,False,1984788.31,1,16276826.96
1791,ncd,11.19,3y,floating,3724468,0.7571,False,False,False,False,False,416767.97,0,2819794.72
1792,ncd,9.12,6m,floating,8403217,0.1616,False,False,False,False,False,766373.39,0,1357959.87
1793,commercial paper,8.05,3m,floating,46408528,0.6486,False,False,False,False,False,3735886.5,1,30100571.26
1794,commercial paper,6.89,1m,fixed,35642318,0.1482,False,False,False,False,False,2455755.71,1,5282191.53
1795,commercial paper,9.08,1y,fixed,23537778,0.8695,False,False,False,False,False,2137230.24,0,20466097.97
1796,bank line,9.33,3y,fixed,22526938,0.0659,False,False,False,False,False,2101763.32,0,1484525.21
1797,ncd,7.75,1m,fixed,4028031,0.987,False,False,False,False,False,312172.4,1,3975666.6
1798,ncd,11.56,3y,floating,38522878,0.4006,False,False,False,False,False,4453244.7,0,15432264.93
1799,ncd,9.48,3y,fixed,26684308,0.1706,False,False,False,False,False,2529672.4,0,4552342.94
1800,bank line,10.86,3y,floating,12220196,0.9357,False,False,False,False,False,1327113.29,0,11434437.4
1801,bank line,9.34,1m,fixed,29144120,0.0454,False,False,False,False,False,2722060.81,1,1323143.05
1802,term loan,7.22,1m,fixed,24585396,0.4701,False,False,False,False,False,1775065.59,1,11557594.66
1803,ncd,10.16,3y,floating,20321081,0.7702,False,False,False,False,False,2064621.83,0,15651296.59
1804,term loan,6.61,1y,floating,30768773,0.3168,False,False,False,False,False,2033815.9,0,9747547.29
1805,term loan,9.18,3m,fixed,17323071,0.5288,False,False,False,False,False,1590257.92,1,9160439.94
1806,bank line,7.82,3y,fixed,21217855,0.7004,False,False,False,False,False,1659236.26,0,14860985.64
1807,commercial paper,6.05,1y,floating,10355608,0.952,False,False,False,False,False,626514.28,0,9858538.82
1808,bank line,7.89,3m,fixed,48976994,0.1027,False,False,False,False,False,3864284.83,1,5029937.28
1809,bank line,7.17,3y,fixed,25617515,0.1572,False,False,False,False,False,1836775.83,0,4027073.36
1810,commercial paper,5.79,3m,fixed,6246890,0.5089,False,False,False,False,False,361694.93,1,3179042.32
1811,commercial paper,10.77,3y,fixed,45616551,0.4185,False,False,False,False,False,4912902.54,0,19090526.59
1812,bank line,8.49,1m,floating,13139864,0.4108,False,False,False,False,False,1115574.45,1,5397856.13
1813,ncd,7.42,3y,floating,48109226,0.297,False,False,False,False,False,3569704.57,0,14288440.12
1814,term loan,8.53,3y,fixed,48991524,0.5607,False,False,False,False,False,4178977.0,0,27469547.51
1815,ncd,10.28,3y,fixed,20614459,0.8833,False,False,False,False,False,2119166.39,0,18208751.63
1816,term loan,5.13,3y,floating,3615783,0.1609,False,False,False,False,False,185489.67,0,581779.48
